,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2007-11-11,9.48,3.03,0.34
2007-11-12,11.56,2.33,0.82
2007-11-13,13.92,1.74,6.57
2007-11-14,16.02,1.87,27.03
2007-11-15,4.3,2.41,1.4
2007-11-16,3.61,3.97,0.0
2007-11-17,8.56,2.85,0.01
2007-11-18,12.95,2.23,0.07
2007-11-19,14.52,1.65,0.11
2007-11-20,14.56,3.02,0.0
2007-11-21,15.55,1.5,8.9
2007-11-22,6.08,0.99,12.44
2007-11-23,0.05,3.0,0.0
2007-11-24,1.98,2.17,0.15
2007-11-25,7.8,0.74,12.7
2007-11-26,10.15,0.72,12.38
2007-11-27,5.17,3.6,0.01
2007-11-28,5.96,3.38,0.01
2007-11-29,4.59,3.43,0.0
2007-11-30,2.61,3.37,0.0
2007-12-01,6.91,2.89,0.0
2007-12-02,12.21,0.72,12.53
2007-12-03,0.28,3.58,0.0
2007-12-04,2.34,3.17,0.0
2007-12-05,3.63,3.04,0.0
2007-12-06,0.11,2.21,0.41
2007-12-07,5.77,1.27,1.26
2007-12-08,12.74,0.53,2.97
2007-12-09,16.53,1.25,2.6
2007-12-10,16.46,1.38,1.15
2007-12-11,16.43,2.92,0.28
2007-12-12,14.22,0.58,15.71
2007-12-13,11.04,1.27,8.04
2007-12-14,3.46,1.29,0.03
2007-12-15,7.46,0.98,8.09
2007-12-16,-0.3,1.37,0.42
2007-12-17,0.52,3.36,0.0
2007-12-18,3.35,2.52,0.01
2007-12-19,7.56,1.7,0.01
2007-12-20,8.28,0.51,12.15
2007-12-21,10.11,2.23,0.73
2007-12-22,9.28,1.28,0.57
2007-12-23,3.92,2.8,4.28
2007-12-24,1.44,2.83,0.0
2007-12-25,3.53,1.93,0.01
2007-12-26,4.92,3.09,1.45
2007-12-27,6.62,1.25,0.9
2007-12-28,8.53,0.46,19.87
2007-12-29,4.29,3.09,0.01
2007-12-30,3.6,1.99,0.01
2007-12-31,4.55,3.38,0.03
2008-01-01,-0.81,2.63,0.01
2008-01-02,-6.56,3.12,0.0
2008-01-03,-5.24,3.28,0.0
2008-01-04,-0.65,3.08,0.0
2008-01-05,3.87,0.83,0.83
2008-01-06,11.02,1.26,0.13
2008-01-07,13.31,2.69,0.01
2008-01-08,14.9,1.62,13.26
2008-01-09,7.19,3.43,0.09
2008-01-10,12.78,0.61,18.95
2008-01-11,5.59,2.18,0.0
2008-01-12,3.74,3.1,0.0
2008-01-13,2.96,1.68,0.27
2008-01-14,-1.02,3.2,0.0
2008-01-15,-2.12,3.71,0.0
2008-01-16,-0.3,0.99,5.58
2008-01-17,2.29,0.89,1.33
2008-01-18,-0.9,3.38,0.0
2008-01-19,-3.99,1.68,0.0
2008-01-20,-8.56,3.92,0.0
2008-01-21,-3.28,3.69,0.0
2008-01-22,0.63,0.92,7.38
2008-01-23,-0.97,0.98,0.02
2008-01-24,-5.29,3.13,0.01
2008-01-25,-5.76,2.61,0.0
2008-01-26,0.07,1.1,0.0
2008-01-27,0.78,3.9,0.0
2008-01-28,2.92,1.91,0.01
2008-01-29,8.36,0.5,25.26
2008-01-30,-3.2,4.35,0.0
2008-01-31,1.73,1.19,10.57
2008-02-01,0.8,1.38,11.28
2008-02-02,3.45,4.23,0.0
2008-02-03,7.82,0.9,0.77
2008-02-04,14.11,0.69,13.32
2008-02-05,18.03,1.59,13.08
2008-02-06,11.41,2.66,7.54
2008-02-07,3.42,4.47,0.0
2008-02-08,5.8,4.46,0.0
2008-02-09,6.33,4.65,0.0
2008-02-10,0.25,4.6,0.0
2008-02-11,0.43,4.63,0.01
2008-02-12,8.18,2.05,17.7
2008-02-13,-4.54,1.75,1.49
2008-02-14,-0.4,4.61,0.0
2008-02-15,5.86,3.29,0.01
2008-02-16,7.53,2.86,0.0
2008-02-17,13.09,2.41,7.68
2008-02-18,3.72,4.12,0.02
2008-02-19,0.6,4.35,0.31
2008-02-20,3.2,2.58,0.02
2008-02-21,3.94,1.56,0.23
2008-02-22,7.95,1.25,7.4
2008-02-23,1.21,1.54,0.14
2008-02-24,2.62,2.66,0.46
2008-02-25,6.67,4.05,0.08
2008-02-26,4.88,0.91,4.25
2008-02-27,-3.01,2.82,0.18
2008-02-28,1.4,5.21,0.37
2008-02-29,6.79,0.76,7.61
2008-03-01,6.95,5.38,0.01
2008-03-02,11.45,5.17,0.02
2008-03-03,14.76,4.16,4.66
2008-03-04,9.42,1.69,25.18
2008-03-05,3.8,3.57,0.01
2008-03-06,6.81,5.2,0.02
2008-03-07,2.21,0.92,14.05
2008-03-08,-2.29,4.35,2.93
2008-03-09,2.34,5.78,0.0
2008-03-10,7.02,5.02,0.02
2008-03-11,4.77,4.66,0.0
2008-03-12,9.72,5.93,0.0
2008-03-13,13.21,4.67,0.0
2008-03-14,12.01,2.19,6.22
2008-03-15,9.91,1.79,18.1
2008-03-16,7.81,5.09,0.16
2008-03-17,11.15,4.04,0.0
2008-03-18,15.7,2.62,1.63
2008-03-19,12.58,1.83,27.67
2008-03-20,7.52,6.54,0.0
2008-03-21,10.91,6.56,0.0
2008-03-22,7.62,6.49,0.0
2008-03-23,3.71,5.02,0.31
2008-03-24,1.81,4.02,0.04
2008-03-25,6.17,6.64,0.0
2008-03-26,12.38,4.8,0.0
2008-03-27,15.58,3.66,0.02
2008-03-28,13.36,1.31,7.36
2008-03-29,10.29,1.67,11.37
2008-03-30,12.18,2.36,3.77
2008-03-31,12.71,4.45,14.31
2008-04-01,13.99,3.2,5.03
2008-04-02,10.06,4.91,3.11
2008-04-03,14.84,1.48,27.39
2008-04-04,15.57,0.83,35.03
2008-04-05,9.18,2.05,2.11
2008-04-06,12.54,5.55,0.0
2008-04-07,15.99,6.27,0.0
2008-04-08,16.77,3.92,0.0
2008-04-09,16.83,3.84,1.11
2008-04-10,18.99,4.56,0.87
2008-04-11,19.26,2.23,26.64
2008-04-12,10.19,6.44,0.0
2008-04-13,4.8,3.45,0.55
2008-04-14,4.59,3.69,0.6
2008-04-15,8.4,7.79,0.0
2008-04-16,11.33,7.78,0.0
2008-04-17,14.53,7.64,0.0
2008-04-18,15.78,6.13,8.97
2008-04-19,12.24,4.83,2.58
2008-04-20,12.35,6.86,0.0
2008-04-21,14.92,7.63,0.0
2008-04-22,18.1,7.02,0.0
2008-04-23,20.03,6.59,0.0
2008-04-24,19.88,5.88,0.0
2008-04-25,21.02,6.06,3.6
2008-04-26,16.51,3.91,1.43
2008-04-27,15.09,2.73,7.69
2008-04-28,11.31,6.28,2.16
2008-04-29,8.0,7.77,0.0
2008-04-30,13.55,7.76,0.0
2008-05-01,18.1,6.66,0.0
2008-05-02,19.75,3.32,1.01
2008-05-03,16.45,5.89,23.09
2008-05-04,12.98,8.14,0.0
2008-05-05,15.33,8.11,0.0
2008-05-06,18.72,7.14,0.02
2008-05-07,19.15,6.02,1.83
2008-05-08,18.37,2.41,18.51
2008-05-09,19.54,5.98,1.02
2008-05-10,18.71,5.81,0.88
2008-05-11,14.81,4.04,11.32
2008-05-12,13.5,8.34,0.0
2008-05-13,15.98,5.46,0.13
2008-05-14,17.5,2.72,9.88
2008-05-15,18.58,1.78,13.3
2008-05-16,13.22,3.07,0.3
2008-05-17,15.87,7.68,0.0
2008-05-18,17.49,4.46,1.28
2008-05-19,19.05,7.94,0.0
2008-05-20,20.06,6.76,0.04
2008-05-21,16.15,8.53,0.0
2008-05-22,19.31,7.15,0.02
2008-05-23,22.25,6.23,3.9
2008-05-24,20.33,6.64,0.17
2008-05-25,20.64,7.91,0.0
2008-05-26,22.7,4.91,17.27
2008-05-27,21.83,3.69,6.61
2008-05-28,19.42,2.76,4.71
2008-05-29,21.49,5.11,0.02
2008-05-30,23.74,5.94,0.02
2008-05-31,24.72,6.84,9.92
2008-06-01,23.23,3.71,11.55
2008-06-02,24.24,6.87,0.6
2008-06-03,24.46,6.39,0.11
2008-06-04,24.76,7.83,0.01
2008-06-05,25.81,7.82,0.0
2008-06-06,26.17,7.99,0.0
2008-06-07,26.63,7.6,0.37
2008-06-08,26.82,7.49,0.0
2008-06-09,26.58,7.39,0.77
2008-06-10,24.15,6.61,0.13
2008-06-11,26.03,7.02,0.25
2008-06-12,26.11,6.88,0.64
2008-06-13,24.46,4.86,10.06
2008-06-14,22.9,3.87,1.47
2008-06-15,24.32,8.22,0.0
2008-06-16,24.44,8.04,2.66
2008-06-17,20.94,8.25,0.0
2008-06-18,20.25,8.3,0.0
2008-06-19,22.65,7.81,0.09
2008-06-20,23.22,3.95,0.31
2008-06-21,24.04,5.88,3.3
2008-06-22,23.98,7.33,0.52
2008-06-23,23.39,6.74,0.66
2008-06-24,24.7,7.87,0.0
2008-06-25,26.27,7.59,0.9
2008-06-26,26.4,7.66,0.5
2008-06-27,26.6,7.4,0.77
2008-06-28,25.88,6.07,13.75
2008-06-29,24.6,5.15,1.56
2008-06-30,21.95,7.57,0.03
2008-07-01,23.64,7.41,0.0
2008-07-02,24.54,7.33,0.0
2008-07-03,25.43,7.08,0.01
2008-07-04,22.88,5.31,10.14
2008-07-05,24.81,5.7,3.05
2008-07-06,25.81,7.03,0.01
2008-07-07,26.34,5.69,1.71
2008-07-08,28.01,6.8,1.29
2008-07-09,26.2,4.32,16.55
2008-07-10,24.29,5.15,6.62
2008-07-11,27.01,6.6,0.03
2008-07-12,27.33,5.37,14.08
2008-07-13,23.91,4.16,7.47
2008-07-14,22.85,8.51,0.0
2008-07-15,24.07,8.33,0.0
2008-07-16,24.96,7.81,0.0
2008-07-17,26.22,6.51,0.0
2008-07-18,27.32,5.87,0.04
2008-07-19,28.25,6.04,0.0
2008-07-20,28.94,6.26,0.18
2008-07-21,28.77,7.3,1.74
2008-07-22,27.27,4.9,4.43
2008-07-23,25.61,6.14,0.76
2008-07-24,24.24,6.94,1.04
2008-07-25,24.72,4.14,18.07
2008-07-26,25.68,4.75,5.85
2008-07-27,27.79,6.49,0.23
2008-07-28,28.01,6.05,1.18
2008-07-29,28.65,5.17,1.64
2008-07-30,27.9,5.58,11.8
2008-07-31,26.89,4.33,6.45
2008-08-01,27.68,6.13,0.04
2008-08-02,27.72,5.99,0.12
2008-08-03,26.42,7.65,0.0
2008-08-04,27.96,7.46,0.0
2008-08-05,29.51,6.48,0.0
2008-08-06,28.8,6.53,3.38
2008-08-07,25.82,2.72,2.77
2008-08-08,23.35,7.81,0.0
2008-08-09,23.12,7.29,0.0
2008-08-10,24.04,6.66,0.0
2008-08-11,23.14,7.72,0.0
2008-08-12,23.39,3.61,0.04
2008-08-13,24.3,5.8,0.03
2008-08-14,24.33,6.49,0.0
2008-08-15,24.32,4.42,0.03
2008-08-16,24.17,4.55,0.09
2008-08-17,23.53,7.3,0.0
2008-08-18,24.89,6.25,0.02
2008-08-19,26.13,5.25,0.69
2008-08-20,27.94,5.07,0.12
2008-08-21,28.76,3.85,0.03
2008-08-22,28.69,6.08,0.0
2008-08-23,27.19,3.54,0.0
2008-08-24,26.18,2.42,2.21
2008-08-25,23.86,2.58,26.85
2008-08-26,21.88,1.41,27.01
2008-08-27,23.48,3.09,0.88
2008-08-28,25.81,6.12,0.0
2008-08-29,25.65,4.85,1.72
2008-08-30,26.51,5.88,0.92
2008-08-31,27.76,6.07,0.0
2008-09-01,27.79,5.09,0.01
2008-09-02,27.33,5.01,0.0
2008-09-03,26.12,4.72,0.0
2008-09-04,24.53,3.84,1.19
2008-09-05,24.2,2.89,8.81
2008-09-06,22.68,1.82,1.57
2008-09-07,23.61,6.47,0.0
2008-09-08,25.94,6.3,0.19
2008-09-09,24.14,2.84,0.65
2008-09-10,24.75,3.86,0.23
2008-09-11,25.65,4.14,0.07
2008-09-12,26.99,4.62,0.03
2008-09-13,27.97,5.24,0.0
2008-09-14,25.43,2.27,3.06
2008-09-15,18.66,4.38,0.04
2008-09-16,19.45,5.18,0.0
2008-09-17,20.88,5.61,0.0
2008-09-18,21.44,6.18,0.0
2008-09-19,22.04,4.68,0.0
2008-09-20,21.69,3.27,0.11
2008-09-21,23.18,4.97,0.26
2008-09-22,23.03,5.71,0.0
2008-09-23,22.33,5.86,0.0
2008-09-24,21.27,5.57,0.0
2008-09-25,20.12,6.14,0.0
2008-09-26,19.72,5.43,0.0
2008-09-27,21.49,3.56,0.0
2008-09-28,21.36,5.46,0.0
2008-09-29,22.21,5.52,0.0
2008-09-30,19.38,4.25,0.2
2008-10-01,15.44,5.63,0.0
2008-10-02,14.76,5.79,0.0
2008-10-03,16.84,5.74,0.0
2008-10-04,18.91,5.48,0.0
2008-10-05,21.11,4.35,0.0
2008-10-06,21.79,5.24,0.0
2008-10-07,19.88,1.59,24.96
2008-10-08,19.49,2.96,31.09
2008-10-09,18.47,3.39,0.22
2008-10-10,20.94,4.87,0.0
2008-10-11,22.34,4.18,0.0
2008-10-12,21.65,3.89,0.0
2008-10-13,22.17,3.46,0.0
2008-10-14,22.68,3.9,0.0
2008-10-15,21.24,4.42,0.0
2008-10-16,17.86,1.56,4.19
2008-10-17,14.18,3.64,1.25
2008-10-18,11.63,4.6,0.0
2008-10-19,11.65,4.99,0.0
2008-10-20,13.09,4.88,0.0
2008-10-21,13.16,3.51,0.0
2008-10-22,12.01,4.66,0.0
2008-10-23,14.17,3.0,0.69
2008-10-24,11.26,1.11,33.84
2008-10-25,10.43,4.58,0.15
2008-10-26,12.49,4.52,0.0
2008-10-27,6.09,4.53,0.0
2008-10-28,3.91,4.68,0.0
2008-10-29,5.85,4.63,0.0
2008-10-30,10.86,4.56,0.0
2008-10-31,11.53,4.34,0.0
2008-11-01,13.39,4.37,0.0
2008-11-02,14.34,4.19,0.0
2008-11-03,15.11,4.26,0.0
2008-11-04,15.35,4.18,0.0
2008-11-05,15.85,4.21,0.0
2008-11-06,15.22,4.11,0.61
2008-11-07,12.23,1.44,13.92
2008-11-08,8.54,4.16,0.0
2008-11-09,4.02,1.35,0.0
2008-11-10,4.07,3.98,0.0
2008-11-11,8.89,1.42,1.25
2008-11-12,10.05,0.79,7.7
2008-11-13,12.71,1.28,2.28
2008-11-14,14.49,1.51,7.18
2008-11-15,6.27,0.97,8.4
2008-11-16,1.95,2.9,0.0
2008-11-17,2.7,1.87,0.0
2008-11-18,-1.02,3.96,0.01
2008-11-19,1.84,3.76,0.01
2008-11-20,2.74,3.63,0.0
2008-11-21,-2.61,3.78,0.0
2008-11-22,-0.54,3.28,0.0
2008-11-23,4.2,2.41,0.21
2008-11-24,6.71,0.41,13.49
2008-11-25,1.79,3.64,0.0
2008-11-26,4.55,3.41,0.0
2008-11-27,6.59,3.41,0.0
2008-11-28,6.67,1.92,0.02
2008-11-29,8.2,0.81,1.79
2008-11-30,6.66,1.2,4.03
2008-12-01,1.43,1.11,2.05
2008-12-02,0.45,3.4,0.0
2008-12-03,6.05,3.07,0.2
2008-12-04,0.86,0.96,10.82
2008-12-05,-3.67,2.94,0.0
2008-12-06,-0.55,1.8,0.0
2008-12-07,-2.93,3.26,0.0
2008-12-08,2.53,2.24,0.0
2008-12-09,10.48,0.99,18.73
2008-12-10,7.48,0.71,56.57
2008-12-11,1.68,0.72,28.09
2008-12-12,-2.43,2.88,0.0
2008-12-13,-1.18,2.73,0.0
2008-12-14,4.36,1.64,0.01
2008-12-15,5.52,0.77,8.84
2008-12-16,2.92,0.62,6.62
2008-12-17,4.36,0.58,4.84
2008-12-18,6.36,0.71,0.89
2008-12-19,13.42,1.16,0.86
2008-12-20,7.14,0.67,8.24
2008-12-21,-3.57,3.32,0.07
2008-12-22,-7.08,3.43,0.0
2008-12-23,0.38,0.94,3.64
2008-12-24,8.47,0.55,21.13
2008-12-25,1.92,3.14,0.26
2008-12-26,11.38,1.0,2.25
2008-12-27,15.67,1.12,2.39
2008-12-28,7.03,2.96,9.06
2008-12-29,3.74,3.39,0.0
2008-12-30,5.97,3.37,0.0
2008-12-31,-0.36,3.36,0.0
2009-01-01,0.75,3.41,0.0
2009-01-02,7.08,1.47,0.15
2009-01-03,11.46,1.05,1.25
2009-01-04,11.88,1.02,5.54
2009-01-05,3.31,0.72,4.53
2009-01-06,7.84,0.4,37.04
2009-01-07,4.29,2.41,1.94
2009-01-08,0.52,3.42,0.06
2009-01-09,2.69,3.46,0.0
2009-01-10,7.85,0.45,11.38
2009-01-11,-0.54,1.02,0.03
2009-01-12,-0.42,2.28,0.0
2009-01-13,-1.36,1.17,0.03
2009-01-14,-1.45,3.42,0.0
2009-01-15,-8.74,3.31,0.0
2009-01-16,-10.88,3.31,0.0
2009-01-17,-3.32,0.57,0.0
2009-01-18,1.87,3.17,0.01
2009-01-19,-1.43,0.85,0.26
2009-01-20,-4.97,1.96,0.02
2009-01-21,-3.77,3.72,0.0
2009-01-22,1.37,3.76,0.0
2009-01-23,5.85,1.21,0.02
2009-01-24,-0.45,3.29,0.04
2009-01-25,-1.35,1.91,0.02
2009-01-26,-0.3,1.96,0.4
2009-01-27,4.86,1.97,24.54
2009-01-28,2.08,1.03,25.74
2009-01-29,-2.27,3.65,0.01
2009-01-30,-0.95,3.5,0.01
2009-01-31,1.02,4.17,0.0
2009-02-01,5.61,4.08,0.02
2009-02-02,0.98,2.37,3.1
2009-02-03,-4.61,3.37,0.04
2009-02-04,-7.46,4.19,0.0
2009-02-05,-4.72,4.46,0.0
2009-02-06,3.98,4.36,0.0
2009-02-07,8.18,4.12,0.0
2009-02-08,12.36,2.78,0.0
2009-02-09,13.45,3.51,0.0
2009-02-10,14.3,1.41,0.37
2009-02-11,13.4,1.85,9.02
2009-02-12,8.2,4.52,0.0
2009-02-13,9.02,2.77,0.17
2009-02-14,7.0,3.17,0.57
2009-02-15,2.08,3.32,0.0
2009-02-16,-0.6,4.67,0.0
2009-02-17,3.6,2.58,1.05
2009-02-18,11.6,2.64,16.05
2009-02-19,-0.61,4.94,0.01
2009-02-20,-1.66,5.21,0.0
2009-02-21,3.33,3.95,4.71
2009-02-22,-2.51,4.03,0.0
2009-02-23,-1.78,5.33,0.0
2009-02-24,1.94,3.47,0.07
2009-02-25,6.99,0.99,0.95
2009-02-26,13.3,3.12,1.96
2009-02-27,10.69,1.47,17.44
2009-02-28,3.78,1.64,11.79
2009-03-01,-0.52,3.95,1.96
2009-03-02,-3.65,5.58,0.02
2009-03-03,-2.59,5.15,0.0
2009-03-04,3.28,5.43,0.0
2009-03-05,9.46,3.83,0.0
2009-03-06,13.98,2.54,0.0
2009-03-07,16.37,3.55,0.0
2009-03-08,17.11,2.38,2.13
2009-03-09,15.38,4.72,0.02
2009-03-10,18.29,3.8,0.04
2009-03-11,8.12,1.69,0.97
2009-03-12,1.27,1.11,10.87
2009-03-13,2.91,1.59,11.85
2009-03-14,7.47,1.12,23.91
2009-03-15,11.16,2.23,1.6
2009-03-16,11.52,1.73,0.58
2009-03-17,13.43,6.07,0.0
2009-03-18,13.62,5.7,0.0
2009-03-19,9.89,3.08,0.0
2009-03-20,6.06,6.65,0.0
2009-03-21,7.91,4.23,0.0
2009-03-22,12.25,5.28,0.0
2009-03-23,13.76,5.05,0.0
2009-03-24,15.11,4.34,0.59
2009-03-25,14.85,1.35,24.74
2009-03-26,13.86,4.07,17.66
2009-03-27,14.06,2.73,4.88
2009-03-28,14.97,3.55,8.94
2009-03-29,5.8,1.9,0.12
2009-03-30,8.56,5.73,0.0
2009-03-31,12.31,1.85,2.37
2009-04-01,12.22,7.27,1.08
2009-04-02,14.99,3.26,41.86
2009-04-03,9.61,3.36,1.35
2009-04-04,10.42,6.95,0.0
2009-04-05,15.14,4.02,3.65
2009-04-06,4.04,2.16,4.33
2009-04-07,3.49,4.56,0.21
2009-04-08,8.45,7.18,0.0
2009-04-09,13.33,5.75,0.35
2009-04-10,14.87,2.71,23.53
2009-04-11,9.64,2.31,0.57
2009-04-12,11.71,6.17,0.26
2009-04-13,15.96,4.71,10.13
2009-04-14,9.85,2.24,4.75
2009-04-15,8.21,2.7,0.0
2009-04-16,11.16,6.24,0.0
2009-04-17,15.46,7.62,0.0
2009-04-18,14.48,4.71,4.32
2009-04-19,15.74,1.55,20.11
2009-04-20,12.79,4.56,2.37
2009-04-21,10.78,7.58,0.21
2009-04-22,12.44,6.32,0.0
2009-04-23,17.79,5.99,0.41
2009-04-24,20.54,7.14,0.0
2009-04-25,20.84,7.61,0.0
2009-04-26,21.19,7.07,0.0
2009-04-27,20.68,7.5,0.0
2009-04-28,21.1,4.95,0.29
2009-04-29,20.91,3.83,1.97
2009-04-30,20.8,4.35,2.17
2009-05-01,19.79,0.72,64.15
2009-05-02,18.25,2.35,18.38
2009-05-03,17.25,2.18,28.31
2009-05-04,15.45,3.06,0.83
2009-05-05,16.4,3.99,2.36
2009-05-06,18.32,2.9,12.48
2009-05-07,20.09,6.36,10.86
2009-05-08,21.74,4.2,21.95
2009-05-09,18.9,3.08,9.6
2009-05-10,15.84,3.74,0.22
2009-05-11,15.7,4.17,2.52
2009-05-12,16.7,7.38,0.0
2009-05-13,18.58,4.64,0.0
2009-05-14,20.82,4.31,2.43
2009-05-15,21.27,4.75,5.82
2009-05-16,20.21,3.85,13.56
2009-05-17,11.47,4.22,0.39
2009-05-18,11.49,8.67,0.0
2009-05-19,14.15,8.71,0.0
2009-05-20,17.95,8.53,0.0
2009-05-21,20.54,7.96,0.01
2009-05-22,21.13,5.61,0.05
2009-05-23,21.05,4.13,1.39
2009-05-24,21.26,4.11,4.77
2009-05-25,21.7,5.26,4.53
2009-05-26,21.45,4.57,3.95
2009-05-27,22.4,5.65,5.46
2009-05-28,21.97,6.41,2.27
2009-05-29,18.62,3.47,0.01
2009-05-30,20.76,8.13,0.0
2009-05-31,22.14,8.43,0.0
2009-06-01,22.95,7.75,0.81
2009-06-02,24.61,6.46,3.2
2009-06-03,23.63,7.03,10.84
2009-06-04,19.44,3.79,2.53
2009-06-05,17.55,6.05,0.02
2009-06-06,19.61,8.03,0.0
2009-06-07,22.5,7.3,0.0
2009-06-08,23.34,6.42,0.0
2009-06-09,23.9,6.94,0.5
2009-06-10,24.31,4.53,1.74
2009-06-11,24.74,4.43,29.13
2009-06-12,23.72,6.03,2.01
2009-06-13,24.1,6.36,1.05
2009-06-14,23.81,3.23,0.57
2009-06-15,23.41,5.36,0.58
2009-06-16,24.62,6.41,3.73
2009-06-17,25.56,6.22,4.1
2009-06-18,26.4,7.3,0.3
2009-06-19,26.94,8.15,0.0
2009-06-20,26.92,7.91,0.25
2009-06-21,27.58,7.45,0.03
2009-06-22,27.54,7.81,8.63
2009-06-23,26.23,7.52,0.23
2009-06-24,24.7,8.42,0.0
2009-06-25,26.22,8.16,0.14
2009-06-26,26.57,7.52,3.92
2009-06-27,27.56,6.12,2.42
2009-06-28,25.7,6.36,0.43
2009-06-29,22.33,8.63,0.0
2009-06-30,23.95,8.5,0.65
2009-07-01,22.9,7.83,0.61
2009-07-02,22.32,7.28,0.0
2009-07-03,21.63,8.18,0.0
2009-07-04,23.6,7.18,12.75
2009-07-05,24.35,3.33,30.82
2009-07-06,22.83,3.59,0.63
2009-07-07,23.41,7.74,0.0
2009-07-08,24.62,6.78,0.0
2009-07-09,25.1,7.22,0.38
2009-07-10,24.85,6.35,0.65
2009-07-11,24.69,2.94,2.19
2009-07-12,25.77,4.53,20.59
2009-07-13,23.59,4.98,10.39
2009-07-14,24.35,7.53,0.0
2009-07-15,25.65,6.26,12.14
2009-07-16,24.64,3.35,0.59
2009-07-17,22.77,6.29,0.24
2009-07-18,18.77,5.92,0.0
2009-07-19,18.59,6.1,0.0
2009-07-20,20.21,7.57,0.0
2009-07-21,21.95,5.89,1.07
2009-07-22,22.18,3.26,16.38
2009-07-23,22.54,6.24,0.21
2009-07-24,24.16,6.84,0.81
2009-07-25,25.27,7.74,4.25
2009-07-26,24.14,4.23,5.25
2009-07-27,25.1,6.44,0.02
2009-07-28,23.03,2.59,19.52
2009-07-29,24.45,5.6,8.0
2009-07-30,24.59,4.11,11.54
2009-07-31,24.66,5.86,4.56
2009-08-01,23.98,4.77,5.5
2009-08-02,23.53,6.59,3.76
2009-08-03,24.42,7.22,0.0
2009-08-04,26.15,6.95,12.21
2009-08-05,24.19,5.55,3.96
2009-08-06,25.08,6.68,0.0
2009-08-07,25.74,7.2,0.0
2009-08-08,26.72,7.05,0.0
2009-08-09,27.73,6.44,0.23
2009-08-10,27.05,6.44,2.54
2009-08-11,25.8,5.12,5.22
2009-08-12,24.94,6.03,0.43
2009-08-13,25.28,6.97,0.0
2009-08-14,26.65,6.29,0.0
2009-08-15,27.02,6.59,0.01
2009-08-16,27.2,6.16,0.0
2009-08-17,26.64,4.96,2.08
2009-08-18,24.61,2.95,2.12
2009-08-19,24.73,5.02,5.21
2009-08-20,25.16,2.69,5.54
2009-08-21,24.36,4.17,2.97
2009-08-22,20.89,6.17,0.0
2009-08-23,19.8,4.83,0.0
2009-08-24,21.89,6.48,0.0
2009-08-25,24.42,5.87,0.0
2009-08-26,26.06,5.5,0.48
2009-08-27,25.15,5.27,1.12
2009-08-28,23.8,3.6,5.17
2009-08-29,23.33,4.56,0.38
2009-08-30,20.6,3.83,0.04
2009-08-31,19.78,6.71,0.0
2009-09-01,21.0,5.75,0.52
2009-09-02,21.76,3.22,3.47
2009-09-03,21.54,4.74,4.36
2009-09-04,23.02,5.97,0.04
2009-09-05,24.14,3.7,0.64
2009-09-06,23.01,3.92,5.36
2009-09-07,23.81,5.01,5.87
2009-09-08,23.91,5.43,3.69
2009-09-09,23.73,5.25,0.17
2009-09-10,22.98,4.35,3.05
2009-09-11,23.36,4.05,5.96
2009-09-12,22.99,4.96,0.16
2009-09-13,22.8,4.25,0.0
2009-09-14,22.99,3.19,3.95
2009-09-15,22.4,3.01,10.63
2009-09-16,21.08,2.31,40.01
2009-09-17,21.58,1.41,22.78
2009-09-18,22.53,2.96,6.5
2009-09-19,22.53,2.62,5.4
2009-09-20,23.24,2.99,14.01
2009-09-21,22.58,2.39,11.24
2009-09-22,23.34,3.07,8.31
2009-09-23,22.82,2.2,3.59
2009-09-24,23.75,3.82,2.9
2009-09-25,23.26,3.01,11.57
2009-09-26,20.67,1.53,30.96
2009-09-27,18.65,5.64,0.22
2009-09-28,17.4,5.79,0.0
2009-09-29,13.07,5.98,0.0
2009-09-30,13.4,5.82,0.0
2009-10-01,15.67,5.69,0.01
2009-10-02,16.81,4.31,6.96
2009-10-03,13.79,5.5,0.0
2009-10-04,13.07,1.13,12.58
2009-10-05,15.97,1.33,1.46
2009-10-06,19.01,0.96,10.53
2009-10-07,14.92,5.45,2.43
2009-10-08,17.98,3.65,0.3
2009-10-09,22.04,2.65,9.37
2009-10-10,13.15,1.41,4.56
2009-10-11,12.68,3.68,0.08
2009-10-12,15.1,1.84,3.56
2009-10-13,16.74,1.6,6.3
2009-10-14,16.48,1.14,11.55
2009-10-15,13.14,1.41,23.26
2009-10-16,8.15,0.94,1.0
2009-10-17,5.86,1.6,0.77
2009-10-18,5.42,5.06,0.0
2009-10-19,7.63,5.11,0.0
2009-10-20,10.57,5.05,0.0
2009-10-21,12.47,4.03,0.0
2009-10-22,15.51,3.57,3.4
2009-10-23,17.68,2.48,9.5
2009-10-24,10.05,2.78,0.18
2009-10-25,9.42,4.84,0.0
2009-10-26,11.73,3.94,0.0
2009-10-27,13.04,0.76,15.3
2009-10-28,13.4,2.06,0.15
2009-10-29,13.51,1.42,0.98
2009-10-30,18.76,1.5,20.73
2009-10-31,10.25,1.8,18.64
2009-11-01,7.38,4.52,0.0
2009-11-02,9.59,4.37,0.0
2009-11-03,9.37,4.28,0.0
2009-11-04,9.69,4.16,0.0
2009-11-05,7.89,4.41,0.0
2009-11-06,8.88,4.2,0.0
2009-11-07,11.29,4.28,0.0
2009-11-08,13.05,4.08,0.0
2009-11-09,13.83,2.4,0.01
2009-11-10,12.58,0.82,6.32
2009-11-11,10.69,3.48,0.02
